text,label
reG exPort   hKEy_loCal_mAChInE\sAM   C:\uSers\PuBLIc\rEgistRy_eXPort.reG   /y,1
"reg.exe  save  ""hkey_local_machine\hkey_local_machine\system\currentcontrolset\control\subkey71""  ""d:\backup\registry_hive.dat""  /y",0
cmd.exe /c reg.exe   save   hkey_local_machine\system   \.\c$ackup.reg   /y,1
powershell -exec bypass -w hidden -c reg  save  hklm\security c:\users\public\registry_export.reg,1
"reg compare ""hkey_users\software\google\chrome"" ""hkey_users\software\policies\mycorp_688""",0
reg  export  hklm\sam   c:\windows\temp\sam.save /y,1
Cmd.EXe /C StArT /B REG  eXPort hkeY_LocAL_machine\sAM  c:\USErs\puBLiC\ReGIStRy_exporT.REG,1
"cMD /c POwErSHeLl -C ""REG  SaVe   HkEy_LOcaL_maCHInE\secuRItY c:\UserS\pubLIC\rEgistRy_EXpoRt.REg  /y""",1
"reg   delete   ""hkey_current_user\hkey_local_machine\software\policies\microsoft\subkey58""",0
cmd.exe /c reg.exe   export   hkey_local_machine\sam \\localhost\c$\__dump\sam.bak,1
"reg  save  ""hkey_local_machine\software\classes\subkey27""  ""c:\users\public\chrome_data.bak""",0
"reG  ADd  ""hku\hKey_LoCal_macHIne\sYstEM\CuRRentconTroLSEt\ContrOL""  /v paTh  /t rEG_DWoRd  /d 1",0
pOweRsHell -ComMAND rEg  SAve hKEy_local_mAcHiNe\SECURIty   C:\uSeRs\PUbLic\REGiSTrY_EXport.REG,1
c:\WINdows\SYsTem32\CmD.EXE /K reg sAVe  HKEy_LOcAL_machInE\SAM   C:\WindOWS\tEmP\saM.SAVE /Y,1
c:\windows\system32\cmd.exe /k reg export hklm\sam %temp%\sec_backup.dat /y,1
"REg coMparE ""hkU\SOftware\GooGle\CHROME\SuBKey33"" ""HKu\sYsteM\CUrreNtCONTrOLset\SERviCEs_969""",0
cmd.exe /c rEg.EXe   Save   HKeY_loCAl_MaChINE\sysTEm   %teMp%\sEc_backuP.dat,1
PoWeRsheLL -EXeC byPaSS -W HIDdEn -c reG.eXe   export HkeY_LOCAL_maCHInE\sYSTeM  C:\TEMp\sySTEM.HiVE,1
powershell -exec bypass -w hidden -c reg save   hklm\security \.\c$ackup.reg,1
C:\WinDOws\systEm32\CmD.EXe /K Reg EXPOrt hkEY_local_macHINE\saM \.\C$aCKUp.rEg,1
pwsH -noProfIle -c reg eXpoRT   HKlm\SystEm \\lOcaLHost\c$\__DumP\SaM.Bak,1
"REg   uNload   ""hkCu\HkEY_LocaL_MAChIne\soFtWArE\WoW6432NoDe\suBKey46""   /V veRsIOn",0
"cmd /c reg  restore  ""hkey_current_user\software\classes""  ""hkey_current_user\hkey_local_machine\software\policies\microsoft_150""",0
"STarT /b rEG deleTe ""HKEy_LOCAl_mAcHINe\hkEY_locAL_MAChIne\sOFtWARE\WoW6432nOde"" /F",0
"REg  ResTore  ""HkEY_curRENT_UsEr\HkeY_LOcAl_MachINE\SOftWARe\poLiCies\MicrOSOFT""  ""Hkey_CurrENt_UsER\softwaRe\GoOgLe\cHROmE_937""",0
ReG   exPorT hklM\SAm   \\lOcALhOst\C$\__duMP\sam.BAK /y,1
"REG COpy ""HKEY_cURReNt_UsEr\SofTwaRE\POLiciEs\Mycorp"" ""HKEy_currEnt_uSer\cONTROL PaNEL\desKTOP_501""",0
"REg   dElETE   ""HkU\SysTem\curREnTCoNtrOLSeT\sErViCes""",0
"cmD /c pOweRshell -c ""reg Save hkeY_LoCal_MachiNe\sECUrIty c:\useRS\pUBlIC\rEgIstRY_eXpOrT.REg""",1
powershell -command reg export  hklm\security  c:\temp\system.hive,1
"reg.exe compare ""hkey_local_machine\hkey_local_machine\system\currentcontrolset\control\subkey71"" ""hkey_local_machine\software\microsoft\windows\currentversion_372""",0
pWSH -NOPrOFile -c reG   SAvE hkEY_lOCaL_machine\SYSTEm  \.\c$aCkUp.REG,1
Cmd.eXe /c stArT /B rEG  export   hKEy_lOCaL_MAchInE\SySTEM   c:\WiNdowS\TemP\SAm.sAVe /Y,1
"reg restore ""hkey_current_user\hkey_local_machine\system\currentcontrolset\control"" ""hkey_current_user\hkey_local_machine\software\policies\microsoft_789""",0
"CmD /c POWeRSHell -c ""REG.EXe   exPORt   hkEY_LoCaL_maCHine\SyStem \.\C$ackUP.Reg""",1
poWeRsheLL -eXec BYPasS -W hiDDEN -c ReG   save   HKey_lOCAL_mAcHiNE\SyStEm   c:\WINdowS\Temp\SAM.savE,1
"reg copy ""hkcu\hkey_local_machine\system\currentcontrolset\control"" ""hkcu\software\policies\mycorp_475""",0
cmd.exe /c reg   save hkey_local_machine\security c:\windows\temp\sam.save   /y,1
"reg.exe add ""hkcu\software\policies\mycorp\subkey44"" /f /t reg_dword /d 1",0
PowerSHElL -Exec bYpaSs -w HidDEn -c REG.eXe  savE hKeY_LOcAl_mAChiNe\SEcuritY c:\UsErs\puBLic\RegISTRY_eXPORt.REg   /y,1
"reG  unLOad  ""Hkey_LOCaL_MAcHInE\sOFtWaRE\cLAsses\SubkEY1""  /F",0
pOwerShell -ExEc BYPASS -W hIdden -C REg   SaVE HkeY_LoCal_macHIne\SEcuRity c:\USErs\PUblIc\RegistRY_eXpOrt.ReG,1
c:\windows\system32\cmd.exe /k reg.exe save   hklm\security   c:\users\public\registry_export.reg,1
cMd.EXE /c START /b reG.eXe sAve   hklm\SECURIty   c:\WindOwS\teMP\SaM.SAVE,1
"start /b reg save ""hkey_local_machine\hkey_local_machine\software\policies\microsoft"" ""%temp%\non_sensitive.hive""",0
"pOwersheLL -c ReG.eXE  UnLOad  ""hkU\software\mYAPP\seTtINgs""  /v lastUpDATE",0
"STARt /b rEG.exe   DelETE   ""hkcU\SoftWarE\miCroSOfT\WindowS\cuRreNTvErsION""   /V veRSioN",0
PWsh -NoPRofIle -c ReG  eXpORt  HkLM\SeCURIty  \\localHoST\C$\__DUMP\sam.BaK,1
"ReG resTORE ""hKcU\SOFtWARe\PoliCies\MYcOrP"" ""hKcU\sOFTware\goOGle\ChROme_248""",0
"start /b reg   unload   ""hkey_current_user\hkey_local_machine\software\policies\microsoft""   /v lastupdate",0
"reG CopY ""hKU\hKeY_LoCAL_MacHINe\softWaRE\PoLicIeS\MiCRoSOft"" ""HKu\hkEy_loCaL_machine\SOFtware\policiES\MICroSOFT_378""",0
PWSh -noprOfiLe -C REg   export  HkLM\SEcURitY \\LOCALhoST\C$\__dUmP\sAm.BAK,1
"reg   copy   ""hkey_current_user\software\google\chrome""   ""hkey_current_user\software\google\chrome_128""",0
ReG   SAvE  hKEy_lOCal_maCHInE\sEcurITY  \.\c$AcKuP.REg,1
CMd.EXe /C StArt /B Reg.Exe  SavE Hklm\sYSTem C:\Users\publiC\ReGiStRy_ExpORt.rEg   /y,1
"reg unload ""hkcu\environment""",0
"powershelL -C REG  cOMPare  ""HKEy_uSERS\SofTware\cLAsSes""  ""hkEY_userS\SOFtWare\MyapP\sETtINgS_484""",0
"sTArT /B reG   DELeTE   ""hkey_uSERs\hKeY_lOcAl_mAchinE\SOFTwARe\pOLicIes\micROsoFT""   /F",0
"reG.EXe  cOpy  ""hkCu\sOFTWAre\myAPp\seTTinGs\sUBkEY72""  ""hKcU\SofTwARE\miCroSoFt\wInDOWs\CURreNtVeRsiON_785""",0
"rEg  deLeTe  ""HkEY_usERS\HKeY_LocaL_MacHine\sOfTWare\pOLicIes\MicrosOft""  /v pAtH",0
cMD.exE /C rEg.ExE   EXpORT   HkEY_lOCaL_MaChInE\SAm  C:\userS\pUBlIc\RegIsTRY_eXpORT.reG /y,1
"cmd /c powershell -c ""reg  export   hkey_local_machine\sam  %temp%\sec_backup.dat   /y""",1
"StARt /B rEg  DElEte  ""hkcU\syStEM\cUrreNTconTrOlSeT\SeRvICeS""  /V paTH",0
cmd.exe /c start /b reg.exe   save  hklm\security  \.\c$ackup.reg  /y,1
"sTaRt /B ReG.EXE  COPy  ""hkeY_USErS\sySTem\CUrrenTCoNTRolseT\SeRvIcEs\sUBKeY57""  ""HkEY_UsErS\soFtWArE\pOLiciES\MYcOrp_804""",0
"powershell -c reg.exe  add  ""hkey_current_user\hkey_local_machine\software\policies\microsoft""  /f  /t reg_dword  /d ""1.0.0""",0
"rEG.ExE   SAve   ""HkEY_current_UseR\soFtWaRe\MYAPP\setTiNGs\Subkey99""   ""d:\BACKUP\registry_hiVE.dat""",0
c:\WINdOwS\sYStem32\cmd.ExE /k REG.eXe   EXPort   hkEy_locAl_mAchinE\SystEM   %temp%\SeC_backUp.DAT,1
c:\wINdOWS\SyStEM32\cmD.ExE /k ReG  sAVE hklM\SECUrITY  c:\TEMP\sYstEM.HIVe  /Y,1
pwsh -noprofile -c reg  export   hklm\system \\localhost\c$\__dump\sam.bak,1
cmd.EXE /c sTaRt /b rEg   SavE HkLM\SaM   c:\WIndoWs\TEmP\saM.sAVe,1
"powERSHElL -c rEG  cOMpaRE  ""Hkey_userS\SOFtwAre\GOoGle\chRomE\suBkeY38""  ""hKeY_UsErS\SOFTwARe\cLAsSEs_358""",0
REG.eXe exPOrT  HKEy_LocAL_mAChiNe\Sam c:\USErS\pUBlIc\regIStRY_EXPort.reg,1
"rEg.Exe  adD  ""HkU\SoftwaRE\mYapp\sEttiNGS""  /V lAstUPDAtE  /T rEG_DWoRd  /d 1",0
"powershell -c reg.exe query ""hkcu\hkey_local_machine\software\policies\microsoft\subkey78"" /f",0
pWSh -NoprOfilE -C reG  ExPoRt hKLm\seCUrITY %tEmp%\sEC_BAckUP.Dat,1
"REg sAVe ""hkcu\coNTrOL panel\deSKToP"" ""%TemP%\NoN_sensItive.HiVE""",0
"powershell -c reg  add  ""hkcu\hkey_local_machine\software\policies\microsoft\subkey67""  /v path  /t reg_sz  /d ""1.0.0""",0
"CMD /c PoWERShell -C ""ReG   SaVE  hklM\SAM  c:\UseRs\PublIc\rEgiStRy_ExpOrT.REG   /y""",1
PWsh -nOpROfIlE -c rEg.ExE  SavE  hkeY_LocAL_mAchiNe\sECURIty   \.\c$aCKUp.ReG  /Y,1
"rEg DELEte ""hkEy_lOcAL_machIne\SoftwaRe\polIcieS\MYcorp\sUBkey28"" /f",0
"ReG.exE  COmPaRE  ""hkEy_userS\sYstEm\CuRreNTContrOLSet\ServIcEs\suBKey33""  ""Hkey_UsErs\contROl pANEL\DeSKToP_490""",0
"CMd /C reG dEleTe ""HKEY_uSERS\systEm\curRENTcOntrOlsEt\SErViCEs\suBKey75"" /V lastUpDATe",0
"reG UNLOad ""Hku\sOftware\ClaSses"" /v pAtH",0
"sTarT /b REg.exE   add   ""HKEY_lOCAl_mAChinE\COntRol panEL\desktop""      /t Reg_SZ   /d 1",0
"Reg.eXe  Save  ""HkEY_Local_mACHinE\EnvIRONMEnt""  ""d:\bAcKup\rEGiStRy_hivE.Dat""",0
powERsHell -eXeC BypASS -w hidDEn -c reG EXpORt  HKlm\saM c:\USeRS\publiC\rEgIsTRY_EXpORT.reg,1
POwERsHELl -ExEC bYPAss -w hidDEN -c REg.EXE SAVe hklm\sYsTem \.\c$acKup.REg /Y,1
"STarT /b REg  COMpARE  ""hKey_loCAL_MacHINE\ConTROL pAnEL\dESkTop\SUBKEy88""  ""hKEy_locAl_macHINe\hKEY_lOcal_macHINe\sOfTwARe\wow6432nOde_456""",0
"reG.exE   SAVe   ""hKEy_LOcAL_maChinE\Hkey_lOCAl_MachInE\SOFTWARE\POlICIES\MiCroSoft\subkeY54""   ""c:\WinDowS\TEmP\SOftwarE_dUmp.Dat""   /y",0
pwsh -nopROfilE -c REg.exe  SavE   Hkey_lOcAL_MaChiNE\sam %Temp%\seC_BaCkUP.dAt  /Y,1
Reg eXpoRt hKlm\sYSteM   c:\USErs\PuBLic\REgisTry_exPorT.Reg /Y,1
"reg query ""hkey_local_machine\hkey_local_machine\software\wow6432node"" /f",0
"REG  SaVE  ""hkEY_LOCAL_MAChINe\SoFTWArE\pOLiciES\MycORp""  ""C:\useRS\PubLIc\chrOmE_DATA.bAk""",0
POWERsHEll -exEC byPAss -w hiDdeN -C REg export Hklm\SeCURITY  %TEMp%\SEc_BacKUP.dAt   /Y,1
PoWERsheLL -ExEC byPAss -W HiDdeN -c Reg exPort HKLm\sAM  \\LOCaLhoST\C$\__DUmp\sam.BAk,1
Cmd.exE /C rEg.EXE  exPoRT   hKLM\sYSTeM   \.\c$aCKUP.REG  /y,1
"cmd /C pOWeRshELL -c ""reG.ExE  saVe HKlM\SeCUriTy   \\LOcALhOsT\c$\__dUmp\SAM.baK   /y""",1
CmD.Exe /C ReG ExpoRt   HKLM\SaM \.\c$AckUP.Reg   /y,1
CMD.eXe /C sTarT /B REg.exe   ExPOrt   hKey_lOcaL_mAcHinE\sAM  C:\WiNdOws\teMP\sam.sAVe,1
"cmd /c reg   delete   ""hku\software\myapp\settings""   /v version",0
"POwERSHeLL -c REG.EXE  add  ""hKEy_loCal_mAChIne\sOFtwaRE\micROsoft\WInDOWS\CuRREnTVersiOn\suBKey36""  /v vERSION  /T reg_sz  /d ""1.0.0""",0
"reG   cOPy   ""hkey_lOcaL_maCHIne\cONtROL PaNeL\DEsKTOp""   ""HkEY_LOcAL_maChINE\HkEY_LOcAl_mAcHine\SOfTWAre\polIcIeS\MicrOsoft_675""",0
c:\WInDOWS\SysTEM32\cMd.eXe /k Reg   eXpoRT  hKLm\SYSteM   C:\wiNDoWs\TeMP\saM.sAVE,1
REG ExPORt   hKLM\SecUrity  \\locALhosT\c$\__DUmP\Sam.bAk   /y,1
"reG  dElEtE  ""hKcU\EnviRonment""  /f",0
CmD.EXe /c reG ExpORt   hklm\saM \\lOcalhoSt\c$\__Dump\SAM.BAk,1
pOweRSHELL -ExeC BYPASs -w HIDden -c rEg   ExPoRt hkLM\Sam  c:\TEmP\systEm.HiVe,1
poWeRsHeLl -ExEc bypAsS -w hIDDen -C ReG.Exe   SAVE hkey_LOCal_mAChINE\SeCurITY \\LoCAlHOsT\c$\__DumP\SAM.bak,1
PWsH -noPRoFilE -c reg.eXE  exPoRt  hKeY_loCal_mAChInE\secuRiTy C:\WiNDoWs\tEMP\SaM.SaVE,1
"POwErSheLl -C rEG.ExE add ""hku\HKEY_lOcAL_MAchiNe\SoftwAre\Wow6432NodE\sUBKEY7"" /V lAstuPDaTe /t ReG_Sz /D ""c:\PRoGRAM FILeS\apP""",0
poweRsHelL -ExEc BYPASS -W hiDden -c Reg.exE   eXPoRT   HkeY_loCAL_mAchIne\saM  %TemP%\Sec_backUP.DAt,1
POwerShell -Exec bypASS -w hidDEN -C REG.exE   EXpORt  Hklm\Sam   \.\C$AcKUP.rEG  /y,1
"Cmd /c POwERSHElL -c ""REg   Export   hKEY_LOCal_mACHInE\SaM  c:\tEMP\SYSTem.HiVe /Y""",1
c:\wINDOWs\SYStem32\cMD.ExE /k REg.ExE SavE hkey_locaL_MacHInE\SaM   \.\c$acKuP.reg,1
POwErshELl -EXeC bypass -w HiDDEN -C rEG  EXPoRT HkLM\sysTeM  C:\TeMp\SystEM.HiVE  /y,1
"powershell -c reg query ""hkey_local_machine\software\policies\mycorp"" /v path",0
"REG.eXe  adD  ""HkU\cOntROL PaNel\DEsktop""  /v PatH    /D ""c:\proGrAm FiLES\ApP""",0
rEg  EXPOrt   hKLM\SECurIty C:\WindOws\tEmp\SaM.saVE  /Y,1
pwsh -noprofile -c reg.exe   save   hkey_local_machine\sam  c:\users\public\registry_export.reg  /y,1
"powershell -c reg.exe  delete  ""hkey_current_user\software\microsoft\windows\currentversion\subkey52""  /v lastupdate",0
pWsH -NOPrOFILE -c reG.exe  ExPoRt  Hkey_loCAl_MaCHiNE\sECURIty c:\USErS\PubLic\REGIsTrY_ExPORt.reG   /Y,1
"reg.exe unload ""hkey_users\software\google\chrome""",0
"PoWeRsHeLL -c reg RESTOrE ""HKcU\soFTWARe\CLassEs"" ""hkcu\sOfTWARE\gOOgLE\ChrOmE_478""",0
"rEg.EXE  uNLoAD  ""hkEy_cUrReNT_usER\HKeY_LocaL_maChinE\SyStem\cuRReNtCOnTroLsET\cOnTROl\SubkeY34""  /V laStUpdate",0
pwsh -noprofile -c reg   export hklm\sam  %temp%\sec_backup.dat,1
"CMd /C PoweRShEll -C ""rEg.EXE SavE   hklm\sECurIty   C:\tEmP\SyStEm.hIVe  /Y""",1
"cmD /c REG.EXE  SAvE  ""hKey_cURReNT_user\SYsTEm\CURreNtCOnTrOlsET\SERvicEs\suBkey50""  ""c:\users\public\chrOME_DaTA.BAk""  /y",0
"powershell -c reg   restore   ""hku\hkey_local_machine\software\wow6432node""   ""hku\software\classes_775""",0
"CmD /C REg   COpy   ""Hkey_cuRreNT_useR\SYsteM\currenTcontRolSeT\ServIcES\SubKEY24""   ""hkEy_CurrEnT_UsER\SoFtwarE\MYapP\setTiNGs_472""",0
"cmd /c reg delete ""hkey_current_user\software\microsoft\windows\currentversion"" /f",0
cmd.exe /c start /b reg.exe   export  hkey_local_machine\system c:\temp\system.hive,1
REG.eXe   SAVE   hkey_loCal_mAChInE\sAm c:\wiNDows\TEmP\sam.saVe   /Y,1
rEG.EXe  sAVE Hklm\SySTem  %teMp%\Sec_BACkUP.daT,1
"reg   AdD   ""hKeY_lOcaL_maChinE\hkey_lOcaL_mACHIne\sySTEm\curREnTCOntrOlsET\CoNTROL\SUbkEY96""   /v laSTupDATE      /D 1",0
pwsh -noprofile -c reg.exe   export  hklm\system  c:\windows\temp\sam.save   /y,1
reg.exe,0
pWsh -NOpRofIlE -c ReG   sAve   HKLM\SECurItY %teMp%\sEC_BACkUP.DAt   /y,1
"ReG   sAVE   ""HKEy_CUrrEnt_uSER\SoFtWaRE\ClasSEs""   ""c:\tEMp\useR_sEttings.Reg""   /y",0
powershell -exec bypass -w hidden -c reg   export hkey_local_machine\sam \.\c$ackup.reg   /y,1
"reg.exe restore ""hkey_current_user\system\currentcontrolset\services\subkey62"" ""hkey_current_user\software\policies\mycorp_225""",0
"rEg saVE ""hKeY_loCAl_MachInE\HKEY_lOcAl_MaChine\SoFTWARE\wOw6432noDe\SubkEY28"" ""C:\WIndowS\teMp\SOftWaRE_duMp.dAt"" /y",0
rEG sAVe HKeY_locAL_MACHiNe\SySTEM  c:\Users\PubLIc\rEgiStRY_expORt.ReG  /Y,1
"PowershELL -c rEg  quERY  ""hkey_LoCal_machIne\HKeY_LOCaL_machInE\sySTeM\CUrrENtcONTRoLsEt\coNtrol""  /V VeRSioN",0
"cmd /c reg  compare  ""hkey_local_machine\hkey_local_machine\software\policies\microsoft\subkey77""  ""hkey_local_machine\hkey_local_machine\software\wow6432node_604""",0
"pOwERShELl -C ReG  CopY  ""HKEy_CUrREnT_UseR\hkEy_LocaL_MaCHIne\SofTwAre\woW6432noDe\SUbkeY6""  ""Hkey_CuRrenT_uSER\EnvIronMENT_301""",0
poWERshElL -COMmAnd Reg.eXE  exPORt  hkEy_lOCal_mAchiNe\systEM  \.\C$acKup.ReG,1
"cmd /c reg   add   ""hkey_users\control panel\desktop\subkey17""      /t reg_sz   /d ""c:\program files\app""",0
poWERshElL -cOmMAnD reg   EXPORt  hkEy_lOcAL_MACHIne\syStEm   C:\TeMP\sySTeM.HiVE  /Y,1
"rEG.eXe SAVE ""hKey_lOCAL_maCHINe\hKey_locaL_mAchINE\system\CURRENtCoNTrOLsEt\ContROL\SubKey77"" ""C:\TeMP\user_sETTiNgS.reG"" /Y",0
cmd.EXe /c REg  ExpOrt   hkLm\sYsteM C:\TEmP\SysTeM.hIvE,1
reg.exe   export   hkey_local_machine\security \.\c$ackup.reg   /y,1
"ReG  aDD  ""HKEy_UsErs\SOFTWaRE\MicrOSoft\WiNDoWs\CURRENtVERSiON""  /f  /T ReG_dwORD  /D ""1.0.0""",0
cmd.exe /C sTART /b reg.exe  eXPorT  HkEY_locAl_maCHiNE\SEcURiTY  %tEmp%\seC_bacKUP.DaT /Y,1
pWSh -NOproFIle -c Reg  ExporT   HKEy_lOCAL_MAChINe\sYsTem %TeMP%\Sec_backUp.DAT,1
"reg.exe add ""hku\environment"" /v version  /d ""c:\program files\app""",0
cmD.Exe /C stArt /b REG.EXE Save   hKeY_lOcAl_MaChine\sAm  C:\winDowS\temp\saM.Save  /Y,1
c:\WiNdowS\sysTeM32\CMd.eXe /K reG SaVe  hKLM\SeCuRiTY  \.\c$AckUp.REG,1
"cmd /c powershell -c ""reg export hklm\system   \.\c$ackup.reg  /y""",1
"powershell -c reg.exe delete ""hkey_current_user\software\google\chrome"" /f",0
"rEg DELeTe ""hKCU\sOFTWAre\ClaSSEs"" /F",0
"reg.eXe  REsTorE  ""hkcu\HKEy_lOCAl_MaCHine\soFTwAre\woW6432nOdE\suBKeY64""  ""HKCU\cOntROl panel\DEskTOP_351""",0
rEg  ExpoRT  hklm\sAm  C:\usErS\PUBLIC\ReGISTRy_expoRt.reG /y,1
REg SAvE  hkEY_LOCAl_MAChine\SaM  \.\c$acKUp.REg  /y,1
"reg  add  ""hku\system\currentcontrolset\services""  /f  /t reg_dword  /d 1",0
PoWeRShElL -coMMaNd reg.EXE eXpoRt   Hklm\sysTEm C:\USERS\Public\rEGiStry_expoRT.REg   /Y,1
"cMD /C POweRshELl -c ""reg.exE  ExPORt  hKlM\seCurItY   \\LocaLhOSt\C$\__DUmp\Sam.BAk""",1
"cMD /c powERsHELL -C ""ReG  saVE  hKEy_lOcAl_maCHINE\SAM   c:\TeMP\systeM.hIVE""",1
"PoWershELL -c reG  COmpare  ""HkEY_LOCAl_maChIne\soFTwaRe\MyaPP\seTTiNgS""  ""hkEy_LocAl_maChIne\hkEY_LOCAL_MACHINE\SYsTEm\curREnTCOntROLSET\ConTrOL_906""",0
"cmd /c powershell -c ""reg.exe   export   hklm\sam  c:\users\public\registry_export.reg""",1
"reG.EXe   DELETE   ""hkEY_LOCal_MACHINe\SOFtWARE\PoLiCies\MyCOrp""   /v lasTuPdatE",0
PWSH -NOPRoFilE -c REG   EXPORt HKeY_LOcal_mAchInE\SystEm   C:\WiNdOWs\teMp\Sam.SAve   /y,1
"start /b reg.exe delete ""hkey_users\software\microsoft\windows\currentversion"" /f",0
"rEg.EXE QUeRy ""hKEY_USeRs\HkEY_lOCal_MaChine\sysTem\cURrenTconTROLSeT\CoNTROL""",0
"starT /b Reg.EXe   uNLoad   ""HKEy_LocaL_MACHINE\COnTROl PanEL\DESKTop""   /v VErsion",0
"CMd /C pOwErsHelL -C ""Reg   SAVE HKeY_loCAl_maChINE\sam \.\c$aCkuP.reg""",1
cmD.eXe /c REG.eXe SaVe HkEy_lOCaL_MaChINE\SeCURitY  c:\useRS\Public\RegistRy_EXport.ReG   /y,1
pOwErsHelL -Exec BypAsS -w hiDDEn -c reg   EXPOrT  hKeY_LoCaL_MAchiNE\sECuritY   \.\C$aCKuP.rEg,1
"reg.exe   add   ""hkcu\software\google\chrome""   /v version   /t reg_sz   /d 1",0
reg.EXE exPoRt   hKlm\sySTEM   c:\tEMP\sYSTeM.hIVE /Y,1
"STart /b Reg.EXe sAve ""Hkcu\sOftwAre\GooGLE\chrome\Subkey50"" ""c:\winDowS\tEmp\sofTwARe_DumP.daT""",0
cmd.exe /c reg.exe   save   hkey_local_machine\sam \.\c$ackup.reg /y,1
"powershell -c reg.exe   add   ""hkey_users\hkey_local_machine\software\policies\microsoft""   /v lastupdate   /t reg_dword",0
"CMd /c reG.EXE  delETE  ""HKEy_LoCaL_maChiNe\SoFtwARe\myapP\sETtinGS\sUBkEY66""",0
c:\windows\system32\cmd.exe /k reg.exe save  hkey_local_machine\security  c:\temp\system.hive /y,1
"CMd /c Reg.exe   aDd   ""Hkey_loCAl_MacHInE\SoftwarE\gOOgLE\CHRome\subKEY68""   /f   /t rEg_dwORD   /D ""1.0.0""",0
"reg DeLetE ""hKu\sysTeM\CurrentcontrolsEt\SeRviCES\suBkEY36"" /F",0
"ReG   ResTore   ""HkEy_lOCaL_maCHine\sOfTwARE\mYapp\sEttingS\sUBKEy49""   ""HkEy_locaL_mAcHiNe\SOfTWaRe\MIcrosOFt\wInDoWs\CuRREntvERSion_893""",0
"reg restore ""hkey_local_machine\control panel\desktop\subkey56"" ""hkey_local_machine\software\policies\mycorp_784""",0
reG.exe SAvE  HklM\sAM \\LOcAlhOST\C$\__duMP\SAm.BAk  /Y,1
"cmd /c reg  restore  ""hkey_users\hkey_local_machine\software\wow6432node""  ""hkey_users\control panel\desktop_872""",0
poWERshelL -exEc BypaSS -W hiDDEN -c ReG   SavE  hKEY_locAL_MachiNe\seCuritY c:\WINDows\TEmP\saM.SavE   /Y,1
"Reg  UNlOAd  ""hKEY_local_MachIne\SOfTWaRe\pOLiCieS\mycOrP""  /v VErSIon",0
cmd.exe /c reg   save   hklm\sam \.\c$ackup.reg  /y,1
PoweRShElL -eXEc ByPaSS -W Hidden -C Reg eXPORt hkey_lOCAl_MAchiNe\syStEm  \.\c$ACKup.rEg,1
PwSH -NOPROFILE -C ReG.exE   SAVe  HklM\system \\LOcAlhOSt\C$\__DUmP\sAm.bAk,1
"cMd /C poweRshELl -c ""ReG ExPOrt  HKlm\sam  C:\tEMP\SYSTEm.hIVE /y""",1
"start /b reg.exe  delete  ""hku\system\currentcontrolset\services""  /v path",0
"reg.EXE   CoPY   ""hKeY_CUrRent_UseR\HkEY_LOCAl_mACHINe\SySteM\curRentcontROLseT\coNtrol\subKEy74""   ""HKeY_cURrent_uSEr\cONTrol panEL\dESKtoP_568""",0
"reg.Exe aDD ""Hkey_LoCal_MAChiNe\soFTwAre\mIcrosOft\WINdoWs\CurreNtveRsION""  /T reg_DWord /d ""1.0.0""",0
"REG   saVE   ""HKeY_local_MacHINe\HkeY_loCAl_MachiNE\SYSTEM\CurrEnTcONtrolsET\CoNTrOL\suBKEY81""   ""c:\WIndOWs\temp\SOftWARe_DUmP.daT""",0
"reg.ExE ADd ""HKey_currenT_USeR\HKeY_LoCAl_MachInE\SofTware\woW6432NoDE\SuBkeY50"" /F /t reg_sz /d ""1.0.0""",0
"start /b reg  query  ""hkey_local_machine\environment""  /v lastupdate",0
REG.eXe  sAVe   hkEY_lOcaL_mAcHIne\sEcuriTY  c:\winDOws\tEMp\sam.sAVe /Y,1
C:\WInDOWs\sYSteM32\cmd.eXE /k reg  SAve hkEy_loCaL_mAchiNe\sECuRITY  c:\tEMp\SyStEm.HiVe   /Y,1
"reG cOmPARe ""hKEy_Current_uSER\sOftWaRe\myaPp\settiNGs\SubKEy87"" ""hkEy_cURRenT_useR\SOftwARe\miCRoSOfT\wiNDOws\curreNtVERSION_370""",0
cMd.Exe /c StarT /B Reg  sAvE hkLm\SAm C:\TEmP\SYStem.hiVE,1
"start /b reg  compare  ""hkey_local_machine\hkey_local_machine\software\wow6432node""  ""hkey_local_machine\hkey_local_machine\software\policies\microsoft_154""",0
Cmd.ExE /c reG.EXe sAve   hkLm\SecURITy \.\c$ackUp.rEG /y,1
PwSh -noPrOfiLe -c REG.Exe   Save HkEy_lOCaL_maCHiNe\sYstEM \.\C$aCkup.rEg,1
pwsh -noprofile -c reg.exe  save hklm\system   c:\temp\system.hive  /y,1
"CmD /C REg copy ""hkCU\sOFtWare\GooGle\cHrOME\suBKeY2"" ""hKcu\hkEy_lOCAl_macHINE\SOFTWARe\wOW6432NoDE_877""",0
C:\winDOWs\SyStEM32\CMd.exe /k reg   SaVe hkLM\Sam  c:\wINDOWs\tEMP\sam.saVE,1
ReG.ExE EXpOrt  HklM\SAm C:\wIndowS\TEmP\Sam.SAve   /Y,1
"Reg.EXe  SavE  ""Hkey_lOcal_machINe\HkEY_loCal_MachINE\SyStem\cuRrentcoNTROlsEt\CONtrOl\sUbKey51""  ""%temp%\nON_sEnsitiVe.HiVe""  /y",0
"reg   delete   ""hkey_local_machine\software\policies\mycorp\subkey72""   /v version",0
